date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:50:49	71/71	---MCZ	200	added ('OK')	text/plain	etag:W/%2244-5b0e4c1292782%22	https://www.zonadocs.mx/robots.txt		(from )
21:50:50	69994/69994	---MCZ	200	added ('OK')	text/html	etag:W/%221116a-5b1fbab37bcfe%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/index.html	(from )
21:50:50	85887/85887	---M--	200	added ('OK')	image/jpeg	etag:%225f8cbace-14f7f%22	https://www.connectas.org/especiales/guadalajara-zona-de-exterminio-y-desaparicion/media/images/social.jpg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.connectas.org/especiales/guadalajara-zona-de-exterminio-y-desaparicion/media/images/social.jpg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:51	138223/138223	---MCZ	200	added ('OK')	text/css	etag:W/%225d6056ab-21bef%22	https://www.connectas.org/especiales/cdn/css/trunks.min.css	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.connectas.org/especiales/cdn/css/trunks.min.css	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:52	9972/9972	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2001%20Dec%202020%2002:50:52%20GMT	https://kit.fontawesome.com/6e1b94a239.js	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/kit.fontawesome.com/6e1b94a239.js	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:52	16025/16025	---MCZ	200	added ('OK')	text/css	etag:W/%223e99-5b1fbab39d03d%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/css/style.css	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/css/style.css	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:53	22055/22055	---M--	200	added ('OK')	image/svg+xml	etag:%225627-5b1fbabfa41a6%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/zonadocs_logo.svg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/zonadocs_logo.svg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:53	12530/12530	---M--	200	added ('OK')	image/svg+xml	etag:%2230f2-5b1fbabf26208%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/connectas.svg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/connectas.svg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:54	567985/567985	---M--	200	added ('OK')	video/mp4	etag:%228aab1-5b1fbabe3008c%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/video/animacion_casa.mp4	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/video/animacion_casa.mp4	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:54	55827/55827	---M--	200	added ('OK')	image/jpeg	etag:%22da13-5b1fbab9e0860%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/video/animacion_casa.jpg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/video/animacion_casa.jpg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:54	341/341	---M--	200	added ('OK')	image/svg+xml	etag:%22155-5b1fbabea920a%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/P.svg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/P.svg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:55	258222/258222	---M--	200	added ('OK')	image/jpeg	etag:%223f0ae-5b1fbabfaed85%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/map_rio_bravo_desktop.jpg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/map_rio_bravo_desktop.jpg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:56	151682/151682	---M--	200	added ('OK')	image/jpeg	etag:%2225082-5b1fbabe34eac%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/map_rio_bravo_mobile.jpg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/map_rio_bravo_mobile.jpg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:56	268111/268111	---M--	200	added ('OK')	image/jpeg	etag:%224174f-5b1fbabf3d907%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/map_28mas_desktop.jpg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/map_28mas_desktop.jpg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:57	225906/225906	---M--	200	added ('OK')	image/jpeg	etag:%2237272-5b1fbac004c84%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/map_28mas_mobile.jpg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/images/map_28mas_mobile.jpg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
21:50:57	245604/245604	---M--	200	added ('OK')	image/jpeg	etag:%223bf64-5b1fbac2f99d6%22	https://www.zonadocs.mx/guadalajara-zona-de-exterminio/media/photos/CRUCE_2.jpg	C:/Users/Aedean%20Llano/Desktop/Temporales/lol/xxx/www.zonadocs.mx/guadalajara-zona-de-exterminio/media/photos/CRUCE_2.jpg	(from https://www.zonadocs.mx/guadalajara-zona-de-exterminio/)
